epoch,step,train_kl,train_loss,train_mse,train_pearson,train_rank_loss,train_rank_weight,train_rmse,train_spearman,train_top_hit,val_kl,val_loss,val_mse,val_pearson,val_rank_loss,val_rank_weight,val_rmse,val_spearman,val_top_hit
0,136,,,,,,,,,,0.11526355892419815,0.5445072650909424,8.121994972229004,-0.07494036853313446,0.6943190097808838,0.03333333507180214,2.7755584716796875,-0.08679556101560593,0.34117648005485535
0,136,0.10126248002052307,0.9750807285308838,17.014610290527344,0.056253157556056976,0.692639946937561,0.03333331272006035,3.930065631866455,0.045703187584877014,0.4350365102291107,,,,,,,,,
1,273,,,,,,,,,,0.11521729826927185,0.5957705974578857,8.685240745544434,-0.05810047686100006,0.6943700313568115,0.06666667014360428,2.854888677597046,-0.08144796639680862,0.34117648005485535
1,273,0.10115019232034683,0.5817434787750244,8.688940048217773,0.0683615505695343,0.6921954154968262,0.0666666254401207,2.896155595779419,0.06325501203536987,0.4364964962005615,,,,,,,,,
2,410,,,,,,,,,,0.1151929572224617,0.6143731474876404,8.59508991241455,-0.04496736451983452,0.6942563056945801,0.10000001639127731,2.8412680625915527,-0.06170300766825676,0.3529411852359772
2,410,0.10118860751390457,0.605460524559021,8.700997352600098,0.08198390901088715,0.6922223567962646,0.10000011324882507,2.8989100456237793,0.08513529598712921,0.46131405234336853,,,,,,,,,
3,547,,,,,,,,,,0.11517811566591263,0.5978702306747437,8.265650749206543,-0.03236284479498863,0.6940957307815552,0.10000001639127731,2.7933034896850586,-0.05429864302277565,0.3529411852359772
3,547,0.10123978555202484,0.6055657267570496,8.70196533203125,0.07316411286592484,0.6922749280929565,0.10000011324882507,2.8975067138671875,0.05821623653173447,0.4364966154098511,,,,,,,,,
4,684,,,,,,,,,,0.11513172090053558,0.6293047070503235,8.89523983001709,-0.020420804619789124,0.694110095500946,0.10000001639127731,2.8869049549102783,-0.048951052129268646,0.364705890417099
4,684,0.10110968351364136,0.6025109887123108,8.64384651184082,0.07927805185317993,0.6920880079269409,0.10000011324882507,2.889647960662842,0.06122930347919464,0.42773738503456116,,,,,,,,,
5,821,,,,,,,,,,0.11514028161764145,0.590301513671875,8.115496635437012,-0.006904122419655323,0.6938639879226685,0.10000001639127731,2.774324417114258,-0.02756066992878914,0.364705890417099
5,821,0.10120072960853577,0.6048226356506348,8.688749313354492,0.08066233992576599,0.6918449997901917,0.10000011324882507,2.895226240158081,0.07280748337507248,0.4437958300113678,,,,,,,,,
6,958,,,,,,,,,,0.11510327458381653,0.5984483361244202,8.279253959655762,0.004048379138112068,0.693824291229248,0.10000001639127731,2.795041799545288,-0.008638420142233372,0.3764705955982208
6,958,0.10097548365592957,0.6035313010215759,8.668248176574707,0.12936684489250183,0.6914348006248474,0.10000011324882507,2.8929896354675293,0.10975449532270432,0.44525575637817383,,,,,,,,,
7,1095,,,,,,,,,,0.11509078741073608,0.5900939106941223,8.112680435180664,0.01596231758594513,0.6936901807785034,0.10000001639127731,2.77382230758667,0.009049776010215282,0.3764705955982208
7,1095,0.10105378925800323,0.6035244464874268,8.66633129119873,0.13256695866584778,0.6915397644042969,0.10000011324882507,2.8925650119781494,0.11818689852952957,0.4569343626499176,,,,,,,,,
8,1232,,,,,,,,,,0.11503277719020844,0.6133570075035095,8.579164505004883,0.02707730047404766,0.6936593055725098,0.10000001639127731,2.838792324066162,0.02385849691927433,0.4000000059604645
8,1232,0.10114920139312744,0.6054075956344604,8.701419830322266,0.09177466481924057,0.6918718814849854,0.10000011324882507,2.898972511291504,0.0818014070391655,0.4262775778770447,,,,,,,,,
9,1369,,,,,,,,,,0.11501580476760864,0.6014360785484314,8.341334342956543,0.03777729719877243,0.693535327911377,0.10000001639127731,2.8036954402923584,0.02550390735268593,0.4117647409439087
9,1369,0.10104893147945404,0.6048910617828369,8.694010734558105,0.10924369096755981,0.6914153099060059,0.10000011324882507,2.89780592918396,0.08257436007261276,0.44379574060440063,,,,,,,,,
10,1506,,,,,,,,,,0.1149546429514885,0.6324021220207214,8.961996078491211,0.04757203534245491,0.693476676940918,0.10000001639127731,2.89719557762146,0.034142330288887024,0.4117647409439087
10,1506,0.10102380067110062,0.6038596034049988,8.673826217651367,0.10611091554164886,0.691444456577301,0.10000011324882507,2.894678831100464,0.0930500403046608,0.4467155635356903,,,,,,,,,
11,1643,,,,,,,,,,0.1149340271949768,0.6303567886352539,8.921656608581543,0.055042169988155365,0.6933985948562622,0.10000001639127731,2.8909969329833984,0.03290826827287674,0.4117647409439087
11,1643,0.10101944208145142,0.6048686504364014,8.694597244262695,0.12689362466335297,0.6911921501159668,0.10000011324882507,2.8972675800323486,0.11705520004034042,0.44671544432640076,,,,,,,,,
12,1780,,,,,,,,,,0.11493606120347977,0.6015390753746033,8.345550537109375,0.0663275420665741,0.6932543516159058,0.10000001639127731,2.8042023181915283,0.049362409859895706,0.43529415130615234
12,1780,0.10105733573436737,0.6061829328536987,8.71953296661377,0.11631573736667633,0.6914886832237244,0.10000011324882507,2.8998749256134033,0.08001343160867691,0.40875932574272156,,,,,,,,,
13,1917,,,,,,,,,,0.11491233110427856,0.5992910861968994,8.301260948181152,0.07588580250740051,0.6931564807891846,0.10000001639127731,2.797837972640991,0.05635540187358856,0.42352941632270813
13,1917,0.10100274533033371,0.6035338640213013,8.667885780334473,0.11728281527757645,0.6913685202598572,0.10000011324882507,2.893223285675049,0.10632725059986115,0.4467155933380127,,,,,,,,,
14,2054,,,,,,,,,,0.11489108949899673,0.596019983291626,8.236470222473145,0.08476858586072922,0.6930532455444336,0.10000001639127731,2.7887699604034424,0.08350473642349243,0.43529409170150757
14,2054,0.10084753483533859,0.6029574871063232,8.661409378051758,0.1478816121816635,0.6903956532478333,0.10000011324882507,2.89188551902771,0.12930716574192047,0.46861329674720764,,,,,,,,,
